,LW_IN_Consolide,LW_OUT_Consolide,LST_Calculee
2022-12-31 16:52:00+00:00,373.0,400.3,16.819047479527228
2022-12-31 16:53:00+00:00,373.1,399.7,16.707894230090005
2022-12-31 16:54:00+00:00,373.9,399.7,16.70493824593501
2022-12-31 16:55:00+00:00,374.3,401.8,17.090668426125546
2022-12-31 16:56:00+00:00,373.3,405.4,17.754525996541588
2022-12-31 16:57:00+00:00,370.5,410.8,18.746574428509632
2022-12-31 16:58:00+00:00,367.4,410.2,18.64920032417308
2022-12-31 16:59:00+00:00,365.3,407.8,18.221265268734044
2022-12-31 17:00:00+00:00,362.3,406.6,18.013697618610536
2022-12-31 17:01:00+00:00,360.9,403.8,17.507120010728897
2022-12-31 17:02:00+00:00,361.9,402.5,17.264958735900507
2022-12-31 17:03:00+00:00,364.6,402.9,17.328492928086803
2022-12-31 17:04:00+00:00,368.8,403.9,17.49649229842737
2022-12-31 17:05:00+00:00,372.6,404.4,17.574157665819257
2022-12-31 17:06:00+00:00,376.1,405.6,17.78083976239128
2022-12-31 17:07:00+00:00,378.0,410.6,18.683238042713185
2022-12-31 17:08:00+00:00,376.9,415.2,19.516338393984654
2022-12-31 17:09:00+00:00,375.6,414.6,19.413263265584646
2022-12-31 17:10:00+00:00,371.8,408.7,18.361213868654715
2022-12-31 17:11:00+00:00,370.6,407.7,18.18379026182771
2022-12-31 17:12:00+00:00,369.4,407.0,18.060712323448115
2022-12-31 17:13:00+00:00,368.7,406.4,17.953894085157685
2022-12-31 17:14:00+00:00,368.6,406.1,17.899528413700864
2022-12-31 17:15:00+00:00,367.2,405.4,17.77682006579522
2022-12-31 17:16:00+00:00,366.9,405.2,17.74136643543477
2022-12-31 17:17:00+00:00,365.7,405.5,17.80057040218503
2022-12-31 17:18:00+00:00,365.7,406.0,17.89186368794691
2022-12-31 17:19:00+00:00,366.5,408.4,18.325973084786824
2022-12-31 17:20:00+00:00,367.1,415.3,19.569449585585403
2022-12-31 17:21:00+00:00,365.4,409.1,18.457062256371955
2022-12-31 17:22:00+00:00,366.0,406.7,18.018436566587525
2022-12-31 17:23:00+00:00,366.2,405.0,17.707362633776256
2022-12-31 17:24:00+00:00,366.5,404.4,17.596493248871184
2022-12-31 17:25:00+00:00,366.3,403.7,17.469001427901162
2022-12-31 17:26:00+00:00,366.1,403.7,17.469734619032863
2022-12-31 17:27:00+00:00,366.2,402.9,17.32261868278448
2022-12-31 17:28:00+00:00,368.1,402.7,17.278917796975634
2022-12-31 17:29:00+00:00,371.5,401.7,17.082571374138638
2023-01-01 15:29:00+00:00,311.2,398.3,16.677960711833066
2023-01-01 15:30:00+00:00,310.7,398.4,16.698286950907175
2023-01-01 15:31:00+00:00,311.3,398.6,16.733016444825466
2023-01-01 15:32:00+00:00,311.6,399.7,16.934865304680045
2023-01-01 15:33:00+00:00,311.9,400.0,16.989038111559694
2023-01-01 15:34:00+00:00,311.9,400.1,17.007457322323887
2023-01-01 15:35:00+00:00,312.2,400.0,16.987932847354386
2023-01-01 15:36:00+00:00,312.3,401.2,17.2083671859711
2023-01-01 15:37:00+00:00,312.2,400.9,17.153581510633444
2023-01-01 15:38:00+00:00,312.5,400.2,17.02366332668032
2023-01-01 15:39:00+00:00,312.6,401.9,17.335835233593798
2023-01-01 15:40:00+00:00,312.6,401.6,17.28075436570265
2023-01-01 15:41:00+00:00,312.4,400.8,17.134454374295615
2023-01-01 15:42:00+00:00,312.8,401.4,17.243281467249574
2023-01-01 15:43:00+00:00,312.9,402.0,17.35308746036378
2023-01-01 15:44:00+00:00,313.1,403.0,17.5356991089738
2023-01-01 15:45:00+00:00,313.4,405.0,17.90025835600113
2023-01-01 15:46:00+00:00,313.8,405.5,17.989999407152084
2023-01-01 15:47:00+00:00,313.6,406.0,18.08184329928349
2023-01-01 15:48:00+00:00,314.0,405.7,18.02572680399146
2023-01-01 15:49:00+00:00,314.2,407.1,18.279813757120564
