Site,Date,NDVI,SAVI,ET_PT_ICOS (mm/h),ET_PT_ERA5 (mm/h),ET_TTME_ICOS (mm/h)
Estrees-Mons,2022-06-11,0.8263949896562475,0.580996719221114,0.4384515663293503,0.4803607589416439,0.0
Estrees-Mons,2022-06-18,0.6298402083175562,0.43636136156336014,0.12678643543773255,0.3866391595075308,0.3729
Estrees-Mons,2022-07-04,0.4489837410896366,0.30170902898338725,0.38811355292016814,0.3437668959868509,0.24
Estrees-Mons,2022-07-05,0.4489837410896366,0.30170902898338725,0.42221262932714454,0.304693190743045,0.1338
Estrees-Mons,2022-07-12,0.3423589503785904,0.27038806450696495,0.16267040050695317,0.27709321174321083,0.4619
Estrees-Mons,2022-07-13,0.30411740939548004,0.22258763227089895,0.08582128407388263,0.266430227040759,0.1123
Estrees-Mons,2022-07-29,0.24222047930283222,0.21408061617458274,0.1539189801293582,0.28005915679221466,0.0
Estrees-Mons,2022-08-05,0.24111596122802062,0.20980007642531104,0.34406706512093743,0.2791386549454349,0.0678
Estrees-Mons,2022-08-06,0.17833760719888048,0.1379388843413527,0.16544878611526884,0.16445513552618024,0.0
Estrees-Mons,2022-08-29,0.17722568591640955,0.1297023669305694,0.16320775666570095,0.19687986358659526,0.0
Estrees-Mons,2022-08-30,0.17027414096066132,0.12671010264395088,0.2503809023680029,0.1933788628841734,0.0
Estrees-Mons,2022-09-30,0.2544085546807936,0.1714111024203232,0.24908612688950663,0.24343067752590142,0.1773
Estrees-Mons,2022-10-08,0.32409164452789485,0.20849455579701245,0.2104359772766966,0.18973150621529428,0.1902
Estrees-Mons,2022-10-24,0.6337775212071647,0.45947122451773914,0.18459189670938606,0.20496962770537855,0.0
Estrees-Mons,2022-11-01,0.7270102681465801,0.5172553822862265,0.2309476316506593,0.2094440272625113,0.0342
Estrees-Mons,2022-11-02,0.7349311475787812,0.5120700318886602,0.2131662817962994,0.17603900887373464,0.1567
Estrees-Mons,2022-11-10,0.7411283098373044,0.5555973798274728,0.22067310526349837,0.18852513018000852,0.1883
Estrees-Mons,2022-11-25,0.7264800518333865,0.5193681599070454,0.14308519656983218,0.1059864848702977,0.0371
Estrees-Mons,2022-11-26,0.672532317606084,0.5395713318898655,0.14371918281601104,0.09857482281343563,0.0
Estrees-Mons,2023-02-14,0.7208241291930251,0.4906210482904034,0.21346050750956613,0.1784309831991597,0.0319
Estrees-Mons,2023-03-01,0.6829765247800477,0.4726195638414489,0.16757344197079385,0.12203174571181571,0.0
Estrees-Mons,2023-03-18,0.6827443219300725,0.4538401570308911,0.30169316822115194,0.22789078263968723,0.0457
Estrees-Mons,2023-04-03,0.7131926909715103,0.492605741138894,0.3065411001424666,0.23516975366065274,0.0362
Estrees-Mons,2023-04-18,0.6856312422707271,0.4559695739179565,0.39608065029599854,0.26878917366367305,0.096
Estrees-Mons,2023-05-04,0.6880119136262101,0.5675905550080329,0.46201917379168445,0.5248323724562771,0.2564
Estrees-Mons,2023-05-13,0.7914872500840391,0.5743289461117723,0.5907107135874774,0.5190210902033773,0.329
Estrees-Mons,2023-05-20,0.8071984040710523,0.5517274226646998,0.5331150965179047,0.4805268827476368,0.2487
Estrees-Mons,2023-05-28,0.5842112944814128,0.42107908455478416,0.39390266734234597,0.40835309283505966,0.0
Estrees-Mons,2023-05-29,0.5585630976907996,0.4194024856477192,0.4683306655305991,0.4575645898892895,0.0
Estrees-Mons,2023-06-05,0.6312118126272913,0.46910948536831487,0.4892219441789528,0.4728653829446966,0.0
Estrees-Mons,2023-06-06,0.6352695979561651,0.4860644333179827,0.5557498045391116,0.3930245105657461,0.0
Estrees-Mons,2023-06-13,0.791934887162412,0.5979700788379166,0.5599737944458345,0.4933761527003427,0.1801
Estrees-Mons,2023-06-14,0.7912972296387251,0.6081130506660295,0.5705011837567302,0.5105947512085846,0.1507
Estrees-Mons,2023-07-15,0.4046794678916967,0.32854894980583393,0.3367960259338626,0.2173237668059827,0.0278
Estrees-Mons,2023-08-09,0.8190263456360439,0.6584595110044871,0.7402639702062715,0.45631343782541467,0.1428
Estrees-Mons,2023-08-25,-0.008445511215634586,-0.010423431700806,0.17549513064692648,0.23234979073979764,
Estrees-Mons,2023-09-02,0.2884967980230117,0.1561414386111812,0.4327859196547456,0.36254092098130586,0.3131
Estrees-Mons,2023-09-09,0.25981386286631586,0.1751245137150928,0.2086687414169706,0.32629736181055236,0.1379
Estrees-Mons,2023-09-10,0.2655952749635004,0.1891661239837825,0.21200137696101934,0.2502014053991074,0.1686
Estrees-Mons,2023-09-18,0.3403552397868562,0.2337462727026295,0.40756607187729027,0.3006173510306058,0.0575
Estrees-Mons,2023-09-25,0.4804006161358567,0.31629023253726235,0.272151564661868,0.2867358332242787,0.1625
Estrees-Mons,2023-09-26,0.4804006161358567,0.31629023253726235,0.25031478697507176,0.26422083093345605,0.1062
Estrees-Mons,2023-10-03,0.2765791942162942,0.07440636168545277,0.24523923316402987,0.10548522450876117,0.2669
Estrees-Mons,2023-12-31,0.6265862521641522,0.3238114590229483,0.07381657352444126,0.05071271435600682,0.1648
Borgo Cioffi,2023-05-22,0.3200078571089903,0.20385488311083114,0.3847096280215523,0.4146885142541472,0.3898
Borgo Cioffi,2023-05-30,0.19568733153638815,0.1155525238744884,0.45543328648888637,0.4304118868138275,0.0
Borgo Cioffi,2023-06-23,0.3105631147186281,0.20830188992179918,0.5406994296789778,0.4135650730631972,0.0434
Borgo Cioffi,2023-07-09,0.835336960574019,0.6022304398295423,0.7376647135375257,0.2345440822709663,0.5061
Borgo Cioffi,2023-07-17,0.8310715237490007,0.6156118079387737,0.6893378796107634,0.17514397395959241,0.2478
Borgo Cioffi,2023-07-25,0.7005711324401067,0.5053057007730126,0.5176902963166178,0.22249968658594238,0.7365
Borgo Cioffi,2023-08-10,0.8903318463935367,0.6627859533709947,0.6808505627076064,0.4355655036312091,0.2913
Borgo Cioffi,2023-08-18,0.871202980461887,0.6348633806727616,0.7132976307138063,0.31623671566036166,0.2646
Borgo Cioffi,2023-08-26,0.8603409459957836,0.6142685716232044,0.6828538678985554,0.3093433094283034,0.5065
Borgo Cioffi,2023-09-03,0.8552709845175983,0.6014572814940919,0.48796113065970986,0.2735107053470372,0.3854
Borgo Cioffi,2023-09-11,0.26399481346142517,0.18175129169259074,0.29570336171154127,0.1391521256305541,0.0
Borgo Cioffi,2023-09-27,0.21909103356072276,0.12587648806310417,0.25518724995789155,0.28090513765754443,0.2757
Borgo Cioffi,2023-10-05,0.22893843458538388,0.139943595379798,0.3949056738679737,0.34800940068731495,0.0
Borgo Cioffi,2023-10-29,0.28420247617866534,0.13900027631570086,0.2969068116371397,0.3088448558981689,0.1331
Borgo Cioffi,2023-11-06,0.6058598629670289,0.10603223256204262,0.0441705585751495,0.075602942685752,0.1711
Borgo Cioffi,2023-11-22,0.8898820232166189,0.6856342466952638,0.25048010509914787,0.15869822745174414,0.1032
Borgo Cioffi,2023-12-08,0.8798783151701224,0.7325755233071634,0.15597567018283287,0.19880017364582395,0.2646
Borgo Cioffi,2023-12-16,0.8880439447257745,0.7897766016996589,0.23167020539030617,0.1772722389114693,0.3462
Grignon,2022-01-01,0.683552330292035,0.37131156952045624,0.08005670418624489,0.08623456215400753,0.2126
Grignon,2022-01-24,0.7229318001859056,0.39847812061178794,0.1632090051580161,0.09374369893565304,
Grignon,2022-02-09,0.767896053587281,0.44063165694174306,0.21642663051164845,0.1300257586964516,0.2417
Grignon,2022-02-18,0.008381300119948365,0.009128655707532404,0.047759447191433914,0.04060895672323559,
Grignon,2022-02-25,0.7937955790666921,0.474109681787407,0.13671497902261584,0.13331319868463246,0.3497
Grignon,2022-02-26,0.8148148148148149,0.47420989497906924,0.11293927124752594,0.13626787135893403,0.2939
Grignon,2022-03-06,0.7815017543859649,0.48772554744525554,0.15908953586123595,0.13019876794912086,0.1724
Grignon,2022-03-21,0.7974738767899237,0.49690747263347135,0.2896788770550965,0.2838295768844725,0.5265
Grignon,2022-03-22,0.7846086258142904,0.4959847141423112,0.2507748019460208,0.24445274917117735,0.6034
Grignon,2022-04-14,0.9200462553567785,0.5846632661882942,0.5443808439106623,0.3011367867777641,0.6698
Grignon,2022-04-15,0.8709851115957244,0.5568605625236679,0.5079995445416383,0.41472951101808636,0.8207
Grignon,2022-04-22,0.8960771687941115,0.5940637154511924,0.5367490763779039,0.4290674624674215,0.4792
Grignon,2022-04-30,0.9245775618246428,0.6279127037114056,0.49475080908414026,0.33198715591027195,0.2923
Grignon,2022-05-09,0.8957087363156876,0.6280760239212283,0.665779951772905,0.5820051186974848,0.5649
Grignon,2022-05-16,0.92444609634723,0.6822684371475886,0.7321747962974132,0.5619095188074221,0.4648
Grignon,2022-05-17,0.9077034317815229,0.644550936043603,0.7042939960340661,0.6139182856267557,0.3098
Grignon,2022-05-25,0.8466477886619318,0.6274181674673468,0.5597032323137217,0.5378776988348815,
Grignon,2022-06-18,0.502605758571029,0.3702733096882203,0.23927239284014676,0.3414499901492955,0.6794
Grignon,2022-07-04,0.2598238159658048,0.1716706439240283,0.2977384628535449,0.316336286992092,0.3389
