Site,Date,ET_pure_ICOS,ET_Ta_ERA5,ET_LST_Landsat,ET_u_ERA5,ET_Rn_ERA5
Grignon,2022-04-15,0.6636419402790561,0.4302374347038171,0.4829797420834874,0.32811734914512614,0.3397065692636134
Grignon,2022-04-22,0.6988922345175274,0.4108085793105261,0.14650557062630348,0.3688078461396364,0.3356053361579964
Grignon,2022-04-30,0.6361405094720982,0.29928724146539565,0.0,0.30696798759536525,0.0
Grignon,2022-05-09,0.7844776292979233,0.5774055094291412,0.2195758710661837,0.432457116856625,0.44679831274266124
Grignon,2022-05-16,0.7780322457781131,0.25636191847846507,0.0,0.0,0.3585947092017554
Grignon,2022-05-17,0.7895000938867421,0.6238753629573384,0.12186851147706394,0.5005139591349165,0.45051241795746133
Grignon,2022-06-18,0.5425218174727774,0.3558893029736971,0.40550730344133373,0.34895841930011573,0.4042620187536414
Grignon,2022-07-04,0.408456879871136,0.3166742146244739,0.21970922690165595,0.29183706091927936,0.2811744895108539
Grignon,2022-07-11,0.1608516099622926,0.06664215246182707,0.0,0.11949459278182391,0.046004466131337705
Grignon,2022-07-12,0.2414764110763038,0.09563924812064058,0.0,0.08585212926582268,0.08092245010705693
Grignon,2022-08-12,0.0204520050354498,0.0,0.0,0.020471532274828643,0.0
Grignon,2022-08-29,0.0220174880375646,0.0,0.0,0.0,0.0
Grignon,2022-09-30,0.3061596904937873,0.1892655339035315,0.048176866424585935,0.0940622585371513,0.10352743902897994
Grignon,2022-10-07,0.2065749871549895,0.043222822537587,0.0,0.0,0.010082185728804073
Grignon,2022-10-31,0.3018462132807459,0.05422891380388511,0.0,0.029517812247063492,0.0920261348642623
Grignon,2022-11-01,0.2989125013022412,0.1644020012905715,0.0,0.07128513012951064,0.06127442756067552
Grignon,2022-11-24,0.1974855080065435,0.028785863162605205,0.0,0.0,0.0
Grignon,2022-11-25,0.1590697917561628,0.02892298640768963,0.0,0.0,0.03098880154745094
Grignon,2022-12-27,0.1703279897044629,-0.01183336506092644,-0.015870897519139664,-0.01183336506092644,0.0
Grignon,2023-01-11,0.1806493955031219,,,,
Grignon,2023-02-13,0.1756852618864592,0.0,0.0,0.0,0.0
Grignon,2023-04-09,0.4391840775555988,0.2399007025421579,0.13025779969915235,0.1343106242612872,0.1227535396355677
Grignon,2023-05-03,0.6279016041262333,0.3272974431034066,0.009929164221853169,0.2947821233266883,0.22625120940497942
Grignon,2023-05-19,0.6604164611926389,0.4552382238616178,0.3320744157812063,0.3288556637985011,0.39602147084843325
Grignon,2023-05-20,0.6077059814516098,0.39959976632670907,0.05814818488119466,0.24722035806494208,0.30080779551035547
Grignon,2023-05-27,0.678329925736234,0.4705471730401809,0.06641891195306873,0.3337017554700461,0.3426146816813692
Grignon,2023-05-28,0.6092480752053984,0.4931531005352633,0.16534695035466396,0.35622481454306043,0.3552728659579461
Grignon,2023-06-04,0.5773045489058636,0.3600257162490008,0.09376387733297364,0.29561675766090684,0.2613256482912882
Grignon,2023-06-05,0.503417885619946,0.3777774687234502,0.07522821011854919,0.26200508800107586,0.2520628085138563
Grignon,2023-06-21,0.3143797295263359,0.3484608214339666,0.24043389479701835,0.3324036034685128,0.34900770043932455
Grignon,2023-06-28,0.3173059094235005,0.1853209741928411,0.08474168276740185,0.16868718487705844,0.10761268294843349
Grignon,2023-09-24,0.4025786818481059,0.23250956301271755,0.10361286187337945,0.1661088461378714,0.14159890867610356
Grignon,2023-10-10,0.3899680919934292,0.12091776183142956,0.0,0.0,0.04202691772261891
Grignon,2023-10-27,0.2663413974556403,0.059513418615944065,0.09133870603165088,0.016459565787642853,0.0
Grignon,2023-12-06,0.1064936823852287,0.0,0.0,0.0,0.0
Lamasquere,2022-02-10,0.2502935912475131,0.08002572277106514,0.0,0.0,0.07658001218895973
Lamasquere,2022-04-07,0.0131558716466363,0.4186007124686415,0.0,0.0,0.06932831024436782
Lamasquere,2022-05-01,0.2790980368808837,0.3910719183801133,0.0,0.0,0.12873271620629473
Lamasquere,2022-05-10,0.4550128119909452,0.4773841187281176,0.02367811119180123,0.04742778318761315,0.18342943783309898
Lamasquere,2022-05-18,0.2887732117392563,0.4323841239997124,0.037702326944267825,0.0,0.03231510165736323
Lamasquere,2022-06-03,0.3664601863640219,0.32927875107603993,0.0,0.122251523996118,0.02079153087199724
Lamasquere,2022-06-11,0.3883561432078747,0.30998130902771176,0.031660482904058825,0.17233277896943802,0.24734300352015448
Lamasquere,2022-06-18,0.2018227280012141,0.3187673021232798,0.0,0.05576552862669894,0.12262849532430863
Lamasquere,2022-07-13,0.1826051058111085,0.09641003842158304,0.0,0.0,0.07683536185551944
Lamasquere,2022-07-29,0.2291601548345956,0.043779605155168544,0.0,0.0,0.033463945615411
Lamasquere,2022-08-29,0.0949384969615748,0.0,0.0,0.0,0.0
Lamasquere,2022-09-30,0.318694544763325,0.015337378509705527,0.0,0.0,0.0
Lamasquere,2022-10-16,0.0112729324892913,0.14528592671910773,0.0,0.0,0.08004618299759861
Lamasquere,2022-10-25,0.0995902588779587,0.023430443797101234,0.0,0.0,0.0
Lamasquere,2022-12-19,0.0856616997162815,-0.032848508740239465,-0.017029323246472564,-0.032848508740239465,0.0
Lamasquere,2023-02-13,0.040669057551309,0.17744565846955557,0.0,0.0,0.0
Lamasquere,2023-02-14,0.0,0.11264479772293094,0.0,0.0,0.0
Lamasquere,2023-03-01,0.0,0.06610003205315429,0.0,0.0,0.0
Lamasquere,2023-04-18,0.2069026681718976,0.050705477458352334,0.0,0.011342104709489783,0.06638013992279798
Lamasquere,2023-04-19,0.1627078082292945,0.0,0.0,0.029620614088430957,0.0
Lamasquere,2023-05-04,0.2660141105023816,0.10089952097463409,0.0,0.022404513818558066,0.07161036043930828
Lamasquere,2023-05-28,0.295376711565289,0.13297990095497217,0.0,0.03837805030617723,0.1440892713086822
Lamasquere,2023-05-29,0.2822100930767736,0.1176083240231693,0.0,0.01930975928519269,0.11305466414866151
Lamasquere,2023-06-05,0.2029240977936204,0.14827051256852875,0.0,0.0336517073635671,0.16452420827073383
Lamasquere,2023-07-07,0.2438847692327372,0.6793156498872714,0.0,0.011474523246518445,0.0
Lamasquere,2023-07-08,0.5025610813370195,0.5529093436736826,0.0,0.14806589841227916,0.16910677774603253
Lamasquere,2023-07-16,0.4288658386443691,0.10545934029442963,0.0,0.0,0.12620593993110535
Lamasquere,2023-07-23,0.4030431013288444,0.5057795029635174,0.0,0.12783852897631154,0.26981132986034567
Lamasquere,2023-07-31,0.358083809726953,0.356830297361027,0.0,0.058012386887630586,0.21003318582862768
Lamasquere,2023-08-08,0.3318869795366095,0.33320768468994927,0.0,0.041671498012818525,0.16093590823757342
Lamasquere,2023-08-09,0.2724969339509692,0.3521592131915424,0.0,0.0,0.0726411746704069
Lamasquere,2023-09-01,0.0771352880473693,0.20728968420340296,0.0,0.011662121256583844,0.03532825497072759
Lamasquere,2023-09-09,0.0,0.07708482340477489,0.0,0.0,0.0
Lamasquere,2023-09-10,0.0857838513202221,0.03365266995460552,0.0,0.0,0.0
